"NAME","THING_ID","ID"
"T@THI.EE.017","THI.EE.017","1352"
"RH@THI.EE.017","THI.EE.017","1353"
"PM2.5@THI.EE.018","THI.EE.018","1354"
"CO2@THI.EE.018","THI.EE.018","1355"
"O3@THI.EE.018","THI.EE.018","1356"
"NO2@THI.EE.018","THI.EE.018","1357"
"TVOC@THI.EE.018","THI.EE.018","1358"
"T@THI.EE.018","THI.EE.018","1359"
"RH@THI.EE.018","THI.EE.018","1360"
"PM2.5@THI.EE.019","THI.EE.019","1361"
"CO2@THI.EE.019","THI.EE.019","1362"
"O3@THI.EE.019","THI.EE.019","1363"
"PM10@THI.FE.002","THI.FE.002","89"
"NO2@THI.EE.019","THI.EE.019","1364"
"TVOC@THI.EE.019","THI.EE.019","1365"
"T@THI.EE.019","THI.EE.019","1366"
"RH@THI.EE.019","THI.EE.019","1367"
"PM2.5@THI.EE.020","THI.EE.020","1368"
"CO2@THI.EE.020","THI.EE.020","1369"
"O3@THI.EE.020","THI.EE.020","1370"
"NO2@THI.EE.020","THI.EE.020","1371"
"TVOC@THI.EE.020","THI.EE.020","1372"
"T@THI.EE.020","THI.EE.020","1373"
"RH@THI.EE.020","THI.EE.020","1374"
"PM2.5@THI.EE.021","THI.EE.021","1375"
"CO2@THI.EE.021","THI.EE.021","1376"
"O3@THI.EE.021","THI.EE.021","1377"
"NO2@THI.EE.021","THI.EE.021","1378"
"TVOC@THI.EE.021","THI.EE.021","1379"
"T@THI.EE.021","THI.EE.021","1380"
"RH@THI.EE.021","THI.EE.021","1381"
"PM2.5@THI.EE.022","THI.EE.022","1382"
"CO2@THI.EE.022","THI.EE.022","1383"
"O3@THI.EE.022","THI.EE.022","1384"
"NO2@THI.EE.022","THI.EE.022","1385"
"TVOC@THI.EE.022","THI.EE.022","1386"
"T@THI.EE.022","THI.EE.022","1387"
"RH@THI.EE.022","THI.EE.022","1388"
"PM2.5@THI.EE.023","THI.EE.023","1389"
"CO2@THI.EE.023","THI.EE.023","1390"
"O3@THI.EE.023","THI.EE.023","1391"
"RH@THI.VL.001","THI.VL.001","1955"
"NO2@THI.EE.023","THI.EE.023","1392"
"TVOC@THI.EE.023","THI.EE.023","1393"
"T@THI.EE.023","THI.EE.023","1394"
"RH@THI.EE.023","THI.EE.023","1395"
"PM2.5@THI.EE.024","THI.EE.024","1396"
"CO2@THI.EE.024","THI.EE.024","1397"
"O3@THI.EE.024","THI.EE.024","1398"
"NO2@THI.EE.024","THI.EE.024","1399"
"TVOC@THI.EE.024","THI.EE.024","1400"
"T@THI.EE.024","THI.EE.024","1401"
"RH@THI.EE.024","THI.EE.024","1402"
"PM2.5@THI.EE.025","THI.EE.025","1403"
"CO2@THI.EE.025","THI.EE.025","1404"
"O3@THI.EE.025","THI.EE.025","1405"
"NO2@THI.EE.025","THI.EE.025","1406"
"TVOC@THI.EE.025","THI.EE.025","1407"
"T@THI.EE.025","THI.EE.025","1408"
"RH@THI.EE.025","THI.EE.025","1409"
"PM2.5@THI.EE.026","THI.EE.026","1410"
"CO@THI.FE.036","THI.FE.036","431"
"CO2@THI.EE.026","THI.EE.026","1411"
"O3@THI.EE.026","THI.EE.026","1412"
"NO2@THI.EE.026","THI.EE.026","1413"
"TVOC@THI.EE.026","THI.EE.026","1414"
"T@THI.EE.026","THI.EE.026","1415"
"RH@THI.EE.026","THI.EE.026","1416"
"PM2.5@THI.EE.027","THI.EE.027","1417"
"CO2@THI.EE.027","THI.EE.027","1418"
"PM10@THI.FE.021","THI.FE.021","279"
"PM2.5@THI.FE.021","THI.FE.021","280"
"P@THI.VL.001","THI.VL.001","1956"
"CO@THI.FE.021","THI.FE.021","281"
"CO2@THI.FE.021","THI.FE.021","282"
"O3@THI.FE.021","THI.FE.021","283"
"NO2@THI.FE.021","THI.FE.021","284"
"TVOC@THI.FE.021","THI.FE.021","285"
"T@THI.FE.021","THI.FE.021","286"
"RH@THI.FE.021","THI.FE.021","287"
"P@THI.FE.021","THI.FE.021","288"
"PM10@THI.FE.007","THI.FE.007","139"
"O3@THI.EE.027","THI.EE.027","1419"
"NO2@THI.EE.027","THI.EE.027","1420"
"TVOC@THI.EE.027","THI.EE.027","1421"
"T@THI.EE.027","THI.EE.027","1422"
"RH@THI.EE.027","THI.EE.027","1423"
"PM2.5@THI.EE.028","THI.EE.028","1424"
"CO2@THI.EE.028","THI.EE.028","1425"
"O3@THI.EE.028","THI.EE.028","1426"
"NO2@THI.EE.028","THI.EE.028","1427"
"TVOC@THI.EE.028","THI.EE.028","1428"
"T@THI.EE.028","THI.EE.028","1429"
"RH@THI.EE.028","THI.EE.028","1430"
"PM2.5@THI.EE.029","THI.EE.029","1431"
"CO2@THI.EE.029","THI.EE.029","1432"
"O3@THI.EE.029","THI.EE.029","1433"
"NO2@THI.EE.029","THI.EE.029","1434"
"TVOC@THI.EE.029","THI.EE.029","1435"
"T@THI.EE.029","THI.EE.029","1436"
"RH@THI.EE.029","THI.EE.029","1437"
"PM2.5@THI.EE.030","THI.EE.030","1438"
"CO2@THI.EE.030","THI.EE.030","1439"
"O3@THI.EE.030","THI.EE.030","1440"
"NO2@THI.EE.030","THI.EE.030","1441"
"TVOC@THI.FE.025","THI.FE.025","325"
"TVOC@THI.FE.026","THI.FE.026","335"
"TVOC@THI.EE.030","THI.EE.030","1442"
"T@THI.EE.030","THI.EE.030","1443"
"RH@THI.EE.030","THI.EE.030","1444"
"PM2.5@THI.EE.031","THI.EE.031","1445"
"CO2@THI.EE.031","THI.EE.031","1446"
"O3@THI.EE.031","THI.EE.031","1447"
"NO2@THI.EE.031","THI.EE.031","1448"
"TVOC@THI.EE.031","THI.EE.031","1449"
"T@THI.EE.031","THI.EE.031","1450"
"RH@THI.EE.031","THI.EE.031","1451"
"PM2.5@THI.EE.032","THI.EE.032","1452"
"RH@THI.FE.025","THI.FE.025","327"
"P@THI.FE.025","THI.FE.025","328"
"CO2@THI.EE.032","THI.EE.032","1453"
"O3@THI.EE.032","THI.EE.032","1454"
"NO2@THI.EE.032","THI.EE.032","1455"
"TVOC@THI.EE.032","THI.EE.032","1456"
"T@THI.EE.032","THI.EE.032","1457"
"RH@THI.EE.032","THI.EE.032","1458"
"PM2.5@THI.EE.033","THI.EE.033","1459"
"RH@THI.FE.026","THI.FE.026","337"
"P@THI.FE.026","THI.FE.026","338"
"CO2@THI.EE.033","THI.EE.033","1460"
"O3@THI.EE.033","THI.EE.033","1461"
"NO2@THI.EE.033","THI.EE.033","1462"
"TVOC@THI.EE.033","THI.EE.033","1463"
"T@THI.EE.033","THI.EE.033","1464"
"RH@THI.EE.033","THI.EE.033","1465"
"PM2.5@THI.EE.034","THI.EE.034","1466"
"CO2@THI.EE.034","THI.EE.034","1467"
"O3@THI.EE.034","THI.EE.034","1468"
"NO2@THI.EE.034","THI.EE.034","1469"
"TVOC@THI.EE.034","THI.EE.034","1470"
"O3@THI.FE.028","THI.FE.028","353"
"T@THI.EE.034","THI.EE.034","1471"
"RH@THI.EE.034","THI.EE.034","1472"
"PM2.5@THI.EE.035","THI.EE.035","1473"
"CO2@THI.EE.035","THI.EE.035","1474"
"O3@THI.EE.035","THI.EE.035","1475"
"TVOC@THI.FE.028","THI.FE.028","355"
"NO2@THI.EE.035","THI.EE.035","1476"
"RH@THI.FE.028","THI.FE.028","357"
"P@THI.FE.028","THI.FE.028","358"
"TVOC@THI.EE.035","THI.EE.035","1477"
"T@THI.EE.035","THI.EE.035","1478"
"RH@THI.EE.035","THI.EE.035","1479"
"PM2.5@THI.EE.036","THI.EE.036","1480"
"CO2@THI.EE.036","THI.EE.036","1481"
"O3@THI.EE.036","THI.EE.036","1482"
"TVOC@THI.FE.029","THI.FE.029","365"
"NO2@THI.EE.036","THI.EE.036","1483"
"RH@THI.FE.029","THI.FE.029","367"
"P@THI.FE.029","THI.FE.029","368"
"TVOC@THI.EE.036","THI.EE.036","1484"
"T@THI.EE.036","THI.EE.036","1485"
"RH@THI.EE.036","THI.EE.036","1486"
"PM2.5@THI.EE.037","THI.EE.037","1487"
"CO2@THI.EE.037","THI.EE.037","1488"
"O3@THI.EE.037","THI.EE.037","1489"
"NO2@THI.EE.037","THI.EE.037","1490"
"TVOC@THI.EE.037","THI.EE.037","1491"
"T@THI.EE.037","THI.EE.037","1492"
"RH@THI.EE.037","THI.EE.037","1493"
"PM2.5@THI.EE.038","THI.EE.038","1494"
"CO2@THI.EE.038","THI.EE.038","1495"
"O3@THI.EE.038","THI.EE.038","1496"
"NO2@THI.EE.038","THI.EE.038","1497"
"TVOC@THI.EE.038","THI.EE.038","1498"
"T@THI.EE.038","THI.EE.038","1499"
"RH@THI.EE.038","THI.EE.038","1500"
"PM2.5@THI.EE.039","THI.EE.039","1501"
"CO2@THI.EE.039","THI.EE.039","1502"
"O3@THI.EE.039","THI.EE.039","1503"
"NO2@THI.EE.039","THI.EE.039","1504"
"TVOC@THI.EE.039","THI.EE.039","1505"
"T@THI.EE.039","THI.EE.039","1506"
"RH@THI.EE.039","THI.EE.039","1507"
"PM2.5@THI.EE.040","THI.EE.040","1508"
"CO2@THI.EE.040","THI.EE.040","1509"
"O3@THI.EE.040","THI.EE.040","1510"
"NO2@THI.EE.040","THI.EE.040","1511"
"TVOC@THI.EE.040","THI.EE.040","1512"
"T@THI.EE.040","THI.EE.040","1513"
"RH@THI.EE.040","THI.EE.040","1514"
"PM2.5@THI.EE.041","THI.EE.041","1515"
"CO2@THI.EE.041","THI.EE.041","1516"
"O3@THI.EE.041","THI.EE.041","1517"
"NO2@THI.EE.041","THI.EE.041","1518"
"TVOC@THI.EE.041","THI.EE.041","1519"
"T@THI.EE.041","THI.EE.041","1520"
"RH@THI.EE.041","THI.EE.041","1521"
"PM2.5@THI.FE.002","THI.FE.002","90"
"PM2.5@THI.EE.042","THI.EE.042","1522"
"CO2@THI.EE.042","THI.EE.042","1523"
"O3@THI.EE.042","THI.EE.042","1524"
"NO2@THI.EE.042","THI.EE.042","1525"
"TVOC@THI.EE.042","THI.EE.042","1526"
"T@THI.EE.042","THI.EE.042","1527"
"RH@THI.EE.042","THI.EE.042","1528"
"PM2.5@THI.EE.043","THI.EE.043","1529"
"CO2@THI.EE.043","THI.EE.043","1530"
"O3@THI.EE.043","THI.EE.043","1531"
"NO2@THI.EE.043","THI.EE.043","1532"
"TVOC@THI.EE.043","THI.EE.043","1533"
"T@THI.EE.043","THI.EE.043","1534"
"RH@THI.EE.043","THI.EE.043","1535"
"PM2.5@THI.EE.044","THI.EE.044","1536"
"CO2@THI.EE.044","THI.EE.044","1537"
"O3@THI.EE.044","THI.EE.044","1538"
"NO2@THI.EE.044","THI.EE.044","1539"
"TVOC@THI.EE.044","THI.EE.044","1540"
"T@THI.EE.044","THI.EE.044","1541"
"RH@THI.EE.044","THI.EE.044","1542"
"PM2.5@THI.EE.045","THI.EE.045","1543"
"CO2@THI.EE.045","THI.EE.045","1544"
"O3@THI.EE.045","THI.EE.045","1545"
"NO2@THI.EE.045","THI.EE.045","1546"
"TVOC@THI.EE.045","THI.EE.045","1547"
"T@THI.EE.045","THI.EE.045","1548"
"RH@THI.EE.045","THI.EE.045","1549"
"PM2.5@THI.EE.046","THI.EE.046","1550"
"CO2@THI.EE.046","THI.EE.046","1551"
"O3@THI.EE.046","THI.EE.046","1552"
"NO2@THI.EE.046","THI.EE.046","1553"
"TVOC@THI.EE.046","THI.EE.046","1554"
"T@THI.EE.046","THI.EE.046","1555"
"RH@THI.EE.046","THI.EE.046","1556"
"PM2.5@THI.EE.047","THI.EE.047","1557"
"CO2@THI.EE.047","THI.EE.047","1558"
"O3@THI.EE.047","THI.EE.047","1559"
"NO2@THI.EE.047","THI.EE.047","1560"
"TVOC@THI.EE.047","THI.EE.047","1561"
"T@THI.EE.047","THI.EE.047","1562"
"RH@THI.EE.047","THI.EE.047","1563"
"PM2.5@THI.EE.048","THI.EE.048","1564"
"CO2@THI.EE.048","THI.EE.048","1565"
"O3@THI.EE.048","THI.EE.048","1566"
"NO2@THI.EE.048","THI.EE.048","1567"
"TVOC@THI.EE.048","THI.EE.048","1568"
"T@THI.EE.048","THI.EE.048","1569"
"RH@THI.EE.048","THI.EE.048","1570"
"PM2.5@THI.EE.049","THI.EE.049","1571"
"CO2@THI.EE.049","THI.EE.049","1572"
"O3@THI.EE.049","THI.EE.049","1573"
"NO2@THI.EE.049","THI.EE.049","1574"
"TVOC@THI.EE.049","THI.EE.049","1575"
"T@THI.EE.049","THI.EE.049","1576"
"RH@THI.EE.049","THI.EE.049","1577"
"PM2.5@THI.EE.050","THI.EE.050","1578"
"CO2@THI.EE.050","THI.EE.050","1579"
"O3@THI.EE.050","THI.EE.050","1580"
"NO2@THI.EE.050","THI.EE.050","1581"
"TVOC@THI.SV.001","THI.SV.001","1159"
"T@THI.SV.001","THI.SV.001","1160"
"RH@THI.SV.001","THI.SV.001","1161"
"RH@THI.SV.014","THI.SV.014","5986"
"P@THI.SV.014","THI.SV.014","5987"
"TVOC@THI.EE.050","THI.EE.050","1582"
"T@THI.EE.050","THI.EE.050","1583"
"RH@THI.EE.050","THI.EE.050","1584"
"PM2.5@THI.EE.051","THI.EE.051","1585"
"CO2@THI.EE.051","THI.EE.051","1586"
"O3@THI.EE.051","THI.EE.051","1587"
"NO2@THI.EE.051","THI.EE.051","1588"
"TVOC@THI.EE.051","THI.EE.051","1589"
"T@THI.EE.051","THI.EE.051","1590"
"RH@THI.EE.051","THI.EE.051","1591"
"PM2.5@THI.EE.052","THI.EE.052","1592"
"CO2@THI.EE.052","THI.EE.052","1593"
"O3@THI.EE.052","THI.EE.052","1594"
"NO2@THI.EE.052","THI.EE.052","1595"
"TVOC@THI.EE.052","THI.EE.052","1596"
"T@THI.EE.052","THI.EE.052","1597"
"CO2@THI.FE.016","THI.FE.016","232"
"RH@THI.EE.052","THI.EE.052","1598"
"PM2.5@THI.EE.053","THI.EE.053","1599"
"CO2@THI.EE.053","THI.EE.053","1600"
"O3@THI.EE.053","THI.EE.053","1601"
"NO2@THI.EE.053","THI.EE.053","1602"
"TVOC@THI.EE.053","THI.EE.053","1603"
"T@THI.EE.053","THI.EE.053","1604"
"RH@THI.EE.053","THI.EE.053","1605"
"PM2.5@THI.EE.054","THI.EE.054","1606"
"CO2@THI.EE.054","THI.EE.054","1607"
"O3@THI.EE.054","THI.EE.054","1608"
"NO2@THI.EE.054","THI.EE.054","1609"
"TVOC@THI.EE.054","THI.EE.054","1610"
"noise@THI.VL.001","THI.VL.001","1957"
"PM2.5@THI.FE.007","THI.FE.007","140"
"T@THI.EE.054","THI.EE.054","1611"
"RH@THI.EE.054","THI.EE.054","1612"
"PM2.5@THI.EE.055","THI.EE.055","1613"
"CO2@THI.EE.055","THI.EE.055","1614"
"CO@THI.FE.001","THI.FE.001","81"
"O3@THI.EE.055","THI.EE.055","1615"
"NO2@THI.EE.055","THI.EE.055","1616"
"TVOC@THI.EE.055","THI.EE.055","1617"
"T@THI.EE.055","THI.EE.055","1618"
"RH@THI.EE.055","THI.EE.055","1619"
"PM2.5@THI.EE.056","THI.EE.056","1620"
"CO2@THI.EE.056","THI.EE.056","1621"
"O3@THI.EE.056","THI.EE.056","1622"
"NO2@THI.EE.056","THI.EE.056","1623"
"TVOC@THI.EE.056","THI.EE.056","1624"
"T@THI.EE.056","THI.EE.056","1625"
"RH@THI.EE.056","THI.EE.056","1626"
"PM2.5@THI.EE.057","THI.EE.057","1627"
"CO2@THI.EE.057","THI.EE.057","1628"
"O3@THI.EE.057","THI.EE.057","1629"
"NO2@THI.EE.057","THI.EE.057","1630"
"TVOC@THI.EE.057","THI.EE.057","1631"
"T@THI.EE.057","THI.EE.057","1632"
"RH@THI.EE.057","THI.EE.057","1633"
"PM2.5@THI.EE.058","THI.EE.058","1634"
"CO2@THI.EE.058","THI.EE.058","1635"
"O3@THI.EE.058","THI.EE.058","1636"
"NO2@THI.EE.058","THI.EE.058","1637"
"TVOC@THI.EE.058","THI.EE.058","1638"
"T@THI.EE.058","THI.EE.058","1639"
"RH@THI.EE.058","THI.EE.058","1640"
"PM2.5@THI.EE.059","THI.EE.059","1641"
"CO2@THI.EE.059","THI.EE.059","1642"
"O3@THI.EE.059","THI.EE.059","1643"
"NO2@THI.EE.059","THI.EE.059","1644"
"TVOC@THI.EE.059","THI.EE.059","1645"
"T@THI.EE.059","THI.EE.059","1646"
"RH@THI.EE.059","THI.EE.059","1647"
"PM2.5@THI.EE.060","THI.EE.060","1648"
"O3@THI.FE.001","THI.FE.001","83"
"CO2@THI.EE.060","THI.EE.060","1649"
"O3@THI.EE.060","THI.EE.060","1650"
"NO2@THI.FE.001","THI.FE.001","84"
"NO2@THI.EE.060","THI.EE.060","1651"
"TVOC@THI.EE.060","THI.EE.060","1652"
"T@THI.EE.060","THI.EE.060","1653"
"RH@THI.EE.060","THI.EE.060","1654"
"PM2.5@THI.EE.061","THI.EE.061","1655"
"CO2@THI.EE.061","THI.EE.061","1656"
"O3@THI.EE.061","THI.EE.061","1657"
"NO2@THI.EE.061","THI.EE.061","1658"
"TVOC@THI.EE.061","THI.EE.061","1659"
"T@THI.EE.061","THI.EE.061","1660"
"RH@THI.EE.061","THI.EE.061","1661"
"PM2.5@THI.EE.062","THI.EE.062","1662"
"CO2@THI.EE.062","THI.EE.062","1663"
"O3@THI.EE.062","THI.EE.062","1664"
"NO2@THI.EE.062","THI.EE.062","1665"
"TVOC@THI.EE.062","THI.EE.062","1666"
"T@THI.EE.062","THI.EE.062","1667"
"RH@THI.EE.062","THI.EE.062","1668"
"PM2.5@THI.EE.063","THI.EE.063","1669"
"CO2@THI.EE.063","THI.EE.063","1670"
"O3@THI.EE.063","THI.EE.063","1671"
"NO2@THI.EE.063","THI.EE.063","1672"
"PM10@THI.FE.027","THI.FE.027","339"
"TVOC@THI.EE.063","THI.EE.063","1673"
"T@THI.EE.063","THI.EE.063","1674"
"RH@THI.EE.063","THI.EE.063","1675"
"PM2.5@THI.EE.064","THI.EE.064","1676"
"CO2@THI.EE.064","THI.EE.064","1677"
"O3@THI.EE.064","THI.EE.064","1678"
"NO2@THI.EE.064","THI.EE.064","1679"
"TVOC@THI.EE.064","THI.EE.064","1680"
"T@THI.EE.064","THI.EE.064","1681"
"RH@THI.EE.064","THI.EE.064","1682"
"PM2.5@THI.EE.065","THI.EE.065","1683"
"CO2@THI.EE.065","THI.EE.065","1684"
"O3@THI.EE.065","THI.EE.065","1685"
"NO2@THI.EE.065","THI.EE.065","1686"
"TVOC@THI.EE.065","THI.EE.065","1687"
"T@THI.EE.065","THI.EE.065","1688"
"RH@THI.EE.065","THI.EE.065","1689"
"PM2.5@THI.EE.066","THI.EE.066","1690"
"CO2@THI.EE.066","THI.EE.066","1691"
"O3@THI.EE.066","THI.EE.066","1692"
"NO2@THI.EE.066","THI.EE.066","1693"
"TVOC@THI.EE.066","THI.EE.066","1694"
"T@THI.EE.066","THI.EE.066","1695"
"RH@THI.EE.066","THI.EE.066","1696"
"PM2.5@THI.EE.067","THI.EE.067","1697"
"CO2@THI.EE.067","THI.EE.067","1698"
"O3@THI.EE.067","THI.EE.067","1699"
"NO2@THI.EE.067","THI.EE.067","1700"
"TVOC@THI.EE.067","THI.EE.067","1701"
"T@THI.EE.067","THI.EE.067","1702"
"RH@THI.EE.067","THI.EE.067","1703"
"PM2.5@THI.EE.068","THI.EE.068","1704"
"CO@THI.FE.002","THI.FE.002","91"
"CO2@THI.EE.068","THI.EE.068","1705"
"O3@THI.EE.068","THI.EE.068","1706"
"NO2@THI.EE.068","THI.EE.068","1707"
"TVOC@THI.EE.068","THI.EE.068","1708"
"T@THI.EE.068","THI.EE.068","1709"
"RH@THI.EE.068","THI.EE.068","1710"
"PM2.5@THI.EE.069","THI.EE.069","1711"
"CO2@THI.EE.069","THI.EE.069","1712"
"O3@THI.EE.069","THI.EE.069","1713"
